Year,DP02_0001E,DP02_0002E,DP02_0003E,DP02_0007E,DP02_0011E,DP02_0037E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP03_0026PE,DP03_0005E,DP03_0062E,DP03_0063E,DP03_0093E,DP03_0094E,DP04_0002E,DP04_0001E,DP04_0037E,DP04_0047E,DP04_0134E,DP05_0001E,DP05_0004E,DP05_0018E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0044E,DP05_0073E,RegionName,Typical Home Value
2018,0.007340640127276199,0.009225805004448917,-0.00818562009792978,0.09041321789870937,0.007227779339614937,0.004782797739041111,0.022709872495210837,-0.0029184976048125533,0.01817374136229022,0.033731595894979094,0.015277859319456244,-0.0023177605507049837,0.013740358248401918,-0.027022182039251108,0.03611578663009363,0.04151529312450064,0.02097553891159576,0.012424464900886667,0.007340640127276199,0.007102412969762328,0.0,0.007580726838933849,0.05066666666666664,0.002692242284573876,0.0031982942430703876,0.010282776349614275,-0.0017749775260073042,-0.00032658568055632387,-0.12382351773162303,-0.02709690918873675,0.21768738366550133,Alabama,0.03868768839624481
2019,0.02285056360986304,-0.2656779667993092,-0.36047949889278796,-0.3170951605397859,-0.8022040948625142,1.3029897718332024,-0.588359597835666,-0.7051995372822735,0.43941788425553363,1.4297934335813518,-0.43681797323563754,0.734367037926767,0.028265682903501954,-0.10584371370208678,0.037564429112934006,0.03454863875179104,0.01641942694574272,0.0364533943214147,0.02285056360986304,0.004488921889417963,0.0,-0.0009680787010879488,0.024111675126903487,0.0031330614085356423,-0.006376195536663021,0.0025445292620864812,0.005908060812171545,0.009572010037948386,0.05448035172007426,0.015884476534296033,-0.17810006710908954,Alabama,0.0703595393837908
2021,0.03688020927752045,0.013835547334790643,0.05603228661071036,-0.010987607001405442,0.08189035159592861,-0.050374090396638316,-0.025076734192756245,-0.044055715385148964,0.03853196707982076,0.007407851551737288,0.0036897924574548213,0.04434691363657106,0.01738963262497184,0.10917202701976314,0.04211930258630692,0.062186966619099504,0.04316446079411418,0.05858292295686329,0.03688020927752045,0.012557977909092743,0.01754385964912264,-0.004601985640319217,0.06691449814126393,0.027878205696909353,0.00855614973262031,0.010152284263959421,-0.013376122656044487,-0.010946905424648268,0.06726842897055674,0.04058733687187166,-0.005624858244499875,Alabama,0.2634654927398885
2022,0.02484753951469809,0.041137029075887455,0.05395436827871669,-0.05882099642595706,0.009306865706808498,0.10636231180184552,-0.07097881182507948,-0.06271962406924314,-0.020504315356926095,0.014854136966423015,0.02807991340734195,0.06472401428681263,0.039973709614476105,-0.16613627552339105,0.10685734423979376,0.09263332586963102,0.06792264790999858,0.0664243225380039,0.02484753951469809,0.011223124321408484,0.0,0.017787516514677915,0.060394889663182294,0.006829333334920751,-0.0010604453870625141,-0.005025125628140614,0.006291209218128202,-0.002353065574750235,-0.017317760773258195,0.14648394925377461,10.243875735596005,Alabama,0.07658720103757055
2018,0.01519496213224003,0.0007526836757247857,-0.04308237289826877,-0.07840490797546007,0.043288611740992744,0.942898272552783,-0.2081814656843738,0.031254694588829235,0.017836752372327513,-0.06520925007021816,0.03691407153764281,0.08715543644716695,0.0022812784435128908,-0.10107192132168252,0.01591943263961948,0.03675248721324209,0.056659130524826073,0.032608695652173836,0.01519496213224003,0.004366371368718536,0.0,-0.04326181384509342,-0.019983347210657754,-0.003186017748159964,-0.00917431192660545,0.011594202898550732,-0.0006338763751537746,0.13977473198534396,0.012942481900534819,-0.06082818669636525,0.05415535737365906,Alaska,0.005788942052244339
2019,-0.009239798704385405,-0.2561915392742662,-0.3250475768398551,-0.4223139395553188,-0.8311170814906494,1.5937268461348482,-0.4895450761471035,-0.8494752099524375,0.076642166344294,2.111347588762582,-0.5158810732414794,0.5773598859014315,-0.02243694489673742,-0.18732782369146006,0.015024345627202562,0.025228975853455404,-0.017623231960278263,0.03696450428396569,-0.009239798704385405,0.004758883248730861,0.02127659574468077,0.016971055430394566,0.02039082412914195,-0.007991180275494392,0.0037037037037037646,0.002865329512893977,-0.010081023274436052,-0.10501250148827246,0.037469359168903926,-0.05827817425238779,-0.19850416871015208,Alaska,0.08803824638233682
2021,0.0757814265718737,0.04276611453518231,0.043626040439543434,-0.025351463470845825,0.037626240057198945,-0.17377642353837364,0.011895625479662275,0.06174392722345878,-0.026466699244013903,-0.04837398701121032,-0.07185325160160394,0.1321567708158915,-0.029756428045241146,0.1914285714285715,0.03156513788214088,0.02045602209047348,0.0330357291302974,0.08760229776518735,0.0757814265718737,0.02507917353149902,0.02083333333333348,0.013932776322151952,0.048293089092422914,0.0015419420541455953,0.011070110701106861,0.017142857142857126,-0.07400839983736762,-0.024300474480067447,-0.13109291698400605,0.08400109895141727,0.3236958849625211,Alaska,0.1017683827480571
2022,0.012026788445732128,-0.0032785118942256775,-0.0632679496669134,0.19011586663513835,-0.0006890611541774394,0.16687795320963472,0.03811149032992045,-0.010163157415003177,0.05153794483033525,-0.01836786469344609,0.20096335286522993,-0.071522943740017,0.052592902031693534,-0.33000040645449746,0.13200590917849575,0.08958505357196156,0.06397463546528481,0.032594736366102994,0.012026788445732128,0.0038763118006397423,-0.020408163265306256,0.031297828449748266,0.05559968228752976,0.0012420274801991926,0.011861313868613221,0.008426966292134797,0.005813739643773408,0.009044221242557882,-0.051087183879996445,-0.02456333030603841,5.528487229862476,Alaska,0.03676623596410655
2018,0.024021415040979655,0.03672461531478377,0.055635201371450727,0.19503195726680467,-0.008116855703470205,0.07550284281958786,-0.002310121702579715,0.020065235773559564,0.024897163153657642,0.049873796162423156,0.04051852589964566,0.03928811799319276,0.028529530504927347,-0.05689053087105189,0.0471006168148318,0.0390698635266169,0.0251279964011053,0.016030245746691874,0.024021415040979655,0.01224232583185092,0.0,0.02140673801505799,0.015686274509803866,0.02214509988925739,0.0010121457489880026,0.007957559681697646,0.02720996939411302,0.09323755505355025,0.03970450414184801,0.023034874869364286,0.3923743346473352,Arizona,0.07907738549582399
2019,0.02147536355840085,-0.2572524556247906,-0.3523086446049666,-0.48463317271047834,-0.8272687032171293,1.530098908594816,-0.27742716570928105,-0.6890020417546151,-0.031016638552242348,1.886978259753234,-0.5191106775705097,0.7226737914484116,0.028044225811909573,-0.026898551362533496,0.04741248354319283,0.049219031524534884,0.0401011409704517,0.029396442658331523,0.02147536355840085,0.013223747011596565,0.0,0.008522378308807976,0.06274131274131278,0.01492976647202049,0.0010111223458038054,0.007894736842105177,0.019909650380421695,0.021968841053695565,0.005063536187344786,0.01617669933115562,-0.21954925702586414,Arizona,0.06527414924355557
